nname,vname,vname_ing,syn,def,synset,add_def
handbag,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
handbag,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
handbag,inspect,inspecting,inspect,"to look at (something) carefully in order to learn more about it, to find problems, etc.","{'id': 1, 'wid': 'v02165543', 'name': 'inspect.v.01', 'count': '13', 'syn': 'inspect', 'def': 'look over carefully', 'ex': 'P'}",[]
handbag,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v02165543', 'name': 'inspect.v.01', 'count': '13', 'syn': 'inspect', 'def': 'look over carefully', 'ex': 'P'}",[]
hot_dog,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
hot_dog,cook,cooking,cook,transform and make suitable for consumption by heating,"{'id': 3, 'wid': 'v00322847', 'name': 'cook.v.03', 'count': '6', 'syn': 'cook', 'def': 'transform and make suitable for consumption by heating', 'ex': 'T'}",[]
hot_dog,cut,cutting,cut,separate with or as if with an instrument,"{'id': 1, 'wid': 'v01552519', 'name': 'cut.v.01', 'count': '58', 'syn': 'cut', 'def': 'separate with or as if with an instrument', 'ex': 'C'}",[]
hot_dog,eat,eating,eat,take in solid food,"{'id': 1, 'wid': 'v01168468', 'name': 'eat.v.01', 'count': '61', 'syn': 'eat', 'def': 'take in solid food', 'ex': 'S'}",[]
hot_dog,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
hot_dog,make,making,"produce, make, create",create or manufacture a man-made product,"{'id': 6, 'wid': 'v01621555', 'name': 'produce.v.02', 'count': '90', 'syn': 'produce make create', 'def': 'create or manufacture a man-made product', 'ex': 'W'}",[]
hot_dog,no_interaction,no_interaction,[],[],"{'id': 6, 'wid': 'v01621555', 'name': 'produce.v.02', 'count': '90', 'syn': 'produce make create', 'def': 'create or manufacture a man-made product', 'ex': 'W'}",[]
keyboard,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
keyboard,clean,cleaning,"clean, make_clean","make clean by removing dirt, filth, or unwanted substances from","{'id': 1, 'wid': 'v01532589', 'name': 'clean.v.01', 'count': '16', 'syn': 'clean make_clean', 'def': 'make clean by removing dirt, filth, or unwanted substances from', 'ex': 'C'}",[]
keyboard,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
keyboard,type_on,typing_on,"type, typewrite",write by means of a keyboard with types,"{'id': 1, 'wid': 'v01004692', 'name': 'type.v.01', 'count': '2', 'syn': 'type typewrite', 'def': 'write by means of a keyboard with types', 'ex': 't'}",[]
keyboard,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01004692', 'name': 'type.v.01', 'count': '2', 'syn': 'type typewrite', 'def': 'write by means of a keyboard with types', 'ex': 't'}",[]
kite,assemble,assembling,"assemble, piece, put_together, set_up, tack, tack_together",create by putting components or members together,"{'id': 1, 'wid': 'v01656788', 'name': 'assemble.v.01', 'count': '29', 'syn': 'assemble piece put_together set_up tack tack_together', 'def': 'create by putting components or members together', 'ex': 'S'}",[]
kite,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
kite,fly,flying,fly,cause to fly or float,"{'id': 5, 'wid': 'v01848058', 'name': 'fly.v.05', 'count': '2', 'syn': 'fly', 'def': 'cause to fly or float', 'ex': 'f'}",[]
kite,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
kite,inspect,inspecting,inspect,"to look at (something) carefully in order to learn more about it, to find problems, etc.","{'id': 1, 'wid': 'v02165543', 'name': 'inspect.v.01', 'count': '13', 'syn': 'inspect', 'def': 'look over carefully', 'ex': 'P'}",[]
kite,launch,launching,launch,to send or shoot (something) into the air,"{'id': 2, 'wid': 'v01514655', 'name': 'launch.v.02', 'count': '6', 'syn': 'launch', 'def': 'propel with force', 'ex': 'l'}",['hold the kite up in the air to be ready to launch it']
kite,pull,pulling,pull,apply force so as to cause motion towards the source of the motion,"{'id': 4, 'wid': 'v01609287', 'name': 'pull.v.04', 'count': '3', 'syn': 'pull', 'def': 'apply force so as to cause motion towards the source of the motion', 'ex': 'P'}",[]
kite,no_interaction,no_interaction,[],[],"{'id': 4, 'wid': 'v01609287', 'name': 'pull.v.04', 'count': '3', 'syn': 'pull', 'def': 'apply force so as to cause motion towards the source of the motion', 'ex': 'P'}",[]
knife,cut_with,cutting_with,cut,separate with or as if with an instrument,"{'id': 1, 'wid': 'v01552519', 'name': 'cut.v.01', 'count': '58', 'syn': 'cut', 'def': 'separate with or as if with an instrument', 'ex': 'C'}",[]
knife,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
knife,stick,sticking,stick,pierce or penetrate or puncture with something pointed,"{'id': 13, 'wid': 'v01441793', 'name': 'stick.v.13', 'count': '0', 'syn': 'stick', 'def': 'pierce or penetrate or puncture with something pointed', 'ex': 'H'}",['pierce into a something']
knife,wash,washing,"wash, rinse",clean with some chemical process,"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
knife,wield,wielding,"wield, handle, manage",handle effectively,"{'id': 2, 'wid': 'v01224415', 'name': 'wield.v.02', 'count': '3', 'syn': 'wield handle manage', 'def': 'handle effectively', 'ex': 'T'}",[]
knife,lick,licking,"lick, lap",pass the tongue over,"{'id': 2, 'wid': 'v01432176', 'name': 'lick.v.02', 'count': '8', 'syn': 'lick lap', 'def': 'pass the tongue over', 'ex': 't'}",[]
knife,no_interaction,no_interaction,[],[],"{'id': 2, 'wid': 'v01432176', 'name': 'lick.v.02', 'count': '8', 'syn': 'lick lap', 'def': 'pass the tongue over', 'ex': 't'}",[]
laptop,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
laptop,open,opening,"open, open_up",cause to open or to become open,"{'id': 1, 'wid': 'v01346003', 'name': 'open.v.01', 'count': '68', 'syn': 'open open_up', 'def': 'cause to open or to become open', 'ex': 'M'}",[]
laptop,read,reading,read,interpret something that is written or printed,"{'id': 1, 'wid': 'v00625119', 'name': 'read.v.01', 'count': '115', 'syn': 'read', 'def': 'interpret something that is written or printed', 'ex': 'r'}",[]
laptop,repair,repairing,"repair, mend, fix, bushel, doctor, furbish_up, restore, touch_on",restore by replacing a part or putting together what is torn or broken,"{'id': 1, 'wid': 'v00260648', 'name': 'repair.v.01', 'count': '26', 'syn': 'repair mend fix bushel doctor furbish_up restore touch_on', 'def': 'restore by replacing a part or putting together what is torn or broken', 'ex': 'S'}",[]
laptop,type_on,typing_on,"type, typewrite",write by means of a keyboard with types,"{'id': 1, 'wid': 'v01004692', 'name': 'type.v.01', 'count': '2', 'syn': 'type typewrite', 'def': 'write by means of a keyboard with types', 'ex': 't'}",[]
laptop,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01004692', 'name': 'type.v.01', 'count': '2', 'syn': 'type typewrite', 'def': 'write by means of a keyboard with types', 'ex': 't'}",[]
microwave,clean,cleaning,"clean, make_clean","make clean by removing dirt, filth, or unwanted substances from","{'id': 1, 'wid': 'v01532589', 'name': 'clean.v.01', 'count': '16', 'syn': 'clean make_clean', 'def': 'make clean by removing dirt, filth, or unwanted substances from', 'ex': 'C'}",[]
microwave,open,opening,"open, open_up",cause to open or to become open,"{'id': 1, 'wid': 'v01346003', 'name': 'open.v.01', 'count': '68', 'syn': 'open open_up', 'def': 'cause to open or to become open', 'ex': 'M'}",[]
microwave,operate,operating,"operate, control",handle and cause to function,"{'id': 3, 'wid': 'v01224744', 'name': 'operate.v.03', 'count': '21', 'syn': 'operate control', 'def': 'handle and cause to function', 'ex': 'd'}",[]
microwave,no_interaction,no_interaction,[],[],"{'id': 3, 'wid': 'v01224744', 'name': 'operate.v.03', 'count': '21', 'syn': 'operate control', 'def': 'handle and cause to function', 'ex': 'd'}",[]
mouse,control,controling,"operate, control",handle and cause to function,"{'id': 3, 'wid': 'v01224744', 'name': 'operate.v.03', 'count': '21', 'syn': 'operate control', 'def': 'handle and cause to function', 'ex': 'd'}",[]
mouse,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
mouse,repair,repairing,"repair, mend, fix, bushel, doctor, furbish_up, restore, touch_on",restore by replacing a part or putting together what is torn or broken,"{'id': 1, 'wid': 'v00260648', 'name': 'repair.v.01', 'count': '26', 'syn': 'repair mend fix bushel doctor furbish_up restore touch_on', 'def': 'restore by replacing a part or putting together what is torn or broken', 'ex': 'S'}",[]
mouse,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v00260648', 'name': 'repair.v.01', 'count': '26', 'syn': 'repair mend fix bushel doctor furbish_up restore touch_on', 'def': 'restore by replacing a part or putting together what is torn or broken', 'ex': 'S'}",[]
orange,buy,buying,"buy, purchase",obtain by purchase; acquire by means of a financial transaction,"{'id': 1, 'wid': 'v02207206', 'name': 'buy.v.01', 'count': '136', 'syn': 'buy purchase', 'def': 'obtain by purchase; acquire by means of a financial transaction', 'ex': 'T'}",[]
orange,cut,cutting,cut,separate with or as if with an instrument,"{'id': 1, 'wid': 'v01552519', 'name': 'cut.v.01', 'count': '58', 'syn': 'cut', 'def': 'separate with or as if with an instrument', 'ex': 'C'}",[]
orange,eat,eating,eat,take in solid food,"{'id': 1, 'wid': 'v01168468', 'name': 'eat.v.01', 'count': '61', 'syn': 'eat', 'def': 'take in solid food', 'ex': 'S'}",[]
orange,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
orange,inspect,inspecting,inspect,"to look at (something) carefully in order to learn more about it, to find problems, etc.","{'id': 1, 'wid': 'v02165543', 'name': 'inspect.v.01', 'count': '13', 'syn': 'inspect', 'def': 'look over carefully', 'ex': 'P'}",['should have a person looking at the orange']
orange,peel,peeling,"skin, peel, pare",strip the skin off,"{'id': 1, 'wid': 'v01262936', 'name': 'skin.v.04', 'count': '3', 'syn': 'skin peel pare', 'def': 'strip the skin off', 'ex': 'p'}",[]
orange,pick,picking,"pick, pluck, cull",look for and gather,"{'id': 2, 'wid': 'v01382083', 'name': 'pick.v.02', 'count': '4', 'syn': 'pick pluck cull', 'def': 'look for and gather', 'ex': 'p'}",['picking orange from a tree']
orange,squeeze,squeezing,squeeze,press firmly,"{'id': 2, 'wid': 'v01447868', 'name': 'squeeze.v.02', 'count': '6', 'syn': 'squeeze', 'def': 'press firmly', 'ex': 'H'}",[]
orange,wash,washing,"wash, rinse",clean with some chemical process,"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
orange,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
oven,clean,cleaning,"clean, make_clean","make clean by removing dirt, filth, or unwanted substances from","{'id': 1, 'wid': 'v01532589', 'name': 'clean.v.01', 'count': '16', 'syn': 'clean make_clean', 'def': 'make clean by removing dirt, filth, or unwanted substances from', 'ex': 'C'}",[]
oven,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
oven,inspect,inspecting,inspect,"to look at (something) carefully in order to learn more about it, to find problems, etc.","{'id': 1, 'wid': 'v02165543', 'name': 'inspect.v.01', 'count': '13', 'syn': 'inspect', 'def': 'look over carefully', 'ex': 'P'}",[]
oven,open,opening,"open, open_up",cause to open or to become open,"{'id': 1, 'wid': 'v01346003', 'name': 'open.v.01', 'count': '68', 'syn': 'open open_up', 'def': 'cause to open or to become open', 'ex': 'M'}","[""should have a person holding oven's door""]"
oven,repair,repairing,"repair, mend, fix, bushel, doctor, furbish_up, restore, touch_on",restore by replacing a part or putting together what is torn or broken,"{'id': 1, 'wid': 'v00260648', 'name': 'repair.v.01', 'count': '26', 'syn': 'repair mend fix bushel doctor furbish_up restore touch_on', 'def': 'restore by replacing a part or putting together what is torn or broken', 'ex': 'S'}",[]
oven,operate,operating,"operate, control",handle and cause to function,"{'id': 3, 'wid': 'v01224744', 'name': 'operate.v.03', 'count': '21', 'syn': 'operate control', 'def': 'handle and cause to function', 'ex': 'd'}",[]
oven,no_interaction,no_interaction,[],[],"{'id': 3, 'wid': 'v01224744', 'name': 'operate.v.03', 'count': '21', 'syn': 'operate control', 'def': 'handle and cause to function', 'ex': 'd'}",[]
parking_meter,check,checking,"determine, check, find_out, see, ascertain, watch, learn","find out, learn, or determine with certainty, usually by making an inquiry or other effort","{'id': 21, 'wid': 'v00920336', 'name': 'determine.v.08', 'count': '28', 'syn': 'determine check find_out see ascertain watch learn', 'def': 'find out, learn, or determine with certainty, usually by making an inquiry or other effort', 'ex': 'I'}",[]
parking_meter,pay,paying,pay,"give money, usually in exchange for goods or services","{'id': 1, 'wid': 'v02251743', 'name': 'pay.v.01', 'count': '138', 'syn': 'pay', 'def': 'give money, usually in exchange for goods or services', 'ex': 'I'}",[]
parking_meter,repair,repairing,"repair, mend, fix, bushel, doctor, furbish_up, restore, touch_on",restore by replacing a part or putting together what is torn or broken,"{'id': 1, 'wid': 'v00260648', 'name': 'repair.v.01', 'count': '26', 'syn': 'repair mend fix bushel doctor furbish_up restore touch_on', 'def': 'restore by replacing a part or putting together what is torn or broken', 'ex': 'S'}",[]
parking_meter,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v00260648', 'name': 'repair.v.01', 'count': '26', 'syn': 'repair mend fix bushel doctor furbish_up restore touch_on', 'def': 'restore by replacing a part or putting together what is torn or broken', 'ex': 'S'}",[]
pizza,buy,buying,"buy, purchase",obtain by purchase; acquire by means of a financial transaction,"{'id': 1, 'wid': 'v02207206', 'name': 'buy.v.01', 'count': '136', 'syn': 'buy purchase', 'def': 'obtain by purchase; acquire by means of a financial transaction', 'ex': 'T'}",[]
pizza,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
pizza,cook,cooking,cook,transform and make suitable for consumption by heating,"{'id': 3, 'wid': 'v00322847', 'name': 'cook.v.03', 'count': '6', 'syn': 'cook', 'def': 'transform and make suitable for consumption by heating', 'ex': 'T'}",[]
pizza,cut,cutting,cut,separate with or as if with an instrument,"{'id': 1, 'wid': 'v01552519', 'name': 'cut.v.01', 'count': '58', 'syn': 'cut', 'def': 'separate with or as if with an instrument', 'ex': 'C'}",[]
pizza,eat,eating,eat,take in solid food,"{'id': 1, 'wid': 'v01168468', 'name': 'eat.v.01', 'count': '61', 'syn': 'eat', 'def': 'take in solid food', 'ex': 'S'}",[]
pizza,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
pizza,make,making,"produce, make, create",create or manufacture a man-made product,"{'id': 6, 'wid': 'v01621555', 'name': 'produce.v.02', 'count': '90', 'syn': 'produce make create', 'def': 'create or manufacture a man-made product', 'ex': 'W'}",[]
pizza,pick_up,picking_up,pick_up,take up by hand,"{'id': 2, 'wid': 'v01207402', 'name': 'pick_up.v.02', 'count': '19', 'syn': 'pick_up', 'def': 'take up by hand', 'ex': 'H'}",['picking up one slice of pizze from a whole round pizza']
pizza,slide,sliding,slide,move smoothly along a surface,"{'id': 3, 'wid': 'v02090990', 'name': 'slide.v.03', 'count': '3', 'syn': 'slide', 'def': 'move smoothly along a surface', 'ex': 'H'}",[]
pizza,smell,smelling,smell,inhale the odor of; perceive by the olfactory sense,"{'id': 1, 'wid': 'v02124748', 'name': 'smell.v.01', 'count': '14', 'syn': 'smell', 'def': 'inhale the odor of; perceive by the olfactory sense', 'ex': []}",['should have a smelling expression']
pizza,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v02124748', 'name': 'smell.v.01', 'count': '14', 'syn': 'smell', 'def': 'inhale the odor of; perceive by the olfactory sense', 'ex': []}",[]
refrigerator,clean,cleaning,"clean, make_clean","make clean by removing dirt, filth, or unwanted substances from","{'id': 1, 'wid': 'v01532589', 'name': 'clean.v.01', 'count': '16', 'syn': 'clean make_clean', 'def': 'make clean by removing dirt, filth, or unwanted substances from', 'ex': 'C'}",[]
refrigerator,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
refrigerator,move,moving,"move, displace","cause to move or shift into a new position or place, both in a concrete and in an abstract sense","{'id': 2, 'wid': 'v01850315', 'name': 'move.v.02', 'count': '57', 'syn': 'move displace', 'def': 'cause to move or shift into a new position or place, both in a concrete and in an abstract sense', 'ex': 'M'}",[]
refrigerator,open,opening,"open, open_up",cause to open or to become open,"{'id': 1, 'wid': 'v01346003', 'name': 'open.v.01', 'count': '68', 'syn': 'open open_up', 'def': 'cause to open or to become open', 'ex': 'M'}",[]
refrigerator,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01346003', 'name': 'open.v.01', 'count': '68', 'syn': 'open open_up', 'def': 'cause to open or to become open', 'ex': 'M'}",[]
remote,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
remote,point,pointing,"charge, level, point",direct into a position for use,"{'id': 3, 'wid': 'v01152214', 'name': 'charge.v.17', 'count': '8', 'syn': 'charge level point', 'def': 'direct into a position for use', 'ex': 'p'}","['should point the remote to something, for instance, tv']"
remote,swing,swinging,swing,"move in a curve or arc, usually with the intent of hitting","{'id': 1, 'wid': 'v02087745', 'name': 'swing.v.01', 'count': '35', 'syn': 'swing', 'def': 'move in a curve or arc, usually with the intent of hitting', 'ex': 'H'}",['happen mostly while play video games']
remote,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v02087745', 'name': 'swing.v.01', 'count': '35', 'syn': 'swing', 'def': 'move in a curve or arc, usually with the intent of hitting', 'ex': 'H'}",[]
sandwich,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
sandwich,cook,cooking,cook,transform and make suitable for consumption by heating,"{'id': 3, 'wid': 'v00322847', 'name': 'cook.v.03', 'count': '6', 'syn': 'cook', 'def': 'transform and make suitable for consumption by heating', 'ex': 'T'}",[]
sandwich,cut,cutting,cut,separate with or as if with an instrument,"{'id': 1, 'wid': 'v01552519', 'name': 'cut.v.01', 'count': '58', 'syn': 'cut', 'def': 'separate with or as if with an instrument', 'ex': 'C'}",[]
sandwich,eat,eating,eat,take in solid food,"{'id': 1, 'wid': 'v01168468', 'name': 'eat.v.01', 'count': '61', 'syn': 'eat', 'def': 'take in solid food', 'ex': 'S'}",[]
sandwich,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
sandwich,make,making,"produce, make, create",create or manufacture a man-made product,"{'id': 6, 'wid': 'v01621555', 'name': 'produce.v.02', 'count': '90', 'syn': 'produce make create', 'def': 'create or manufacture a man-made product', 'ex': 'W'}",['making sandwich the with breads and other ingredients']
sandwich,no_interaction,no_interaction,[],[],"{'id': 6, 'wid': 'v01621555', 'name': 'produce.v.02', 'count': '90', 'syn': 'produce make create', 'def': 'create or manufacture a man-made product', 'ex': 'W'}",[]
scissors,cut_with,cutting_with,cut,separate with or as if with an instrument,"{'id': 1, 'wid': 'v01552519', 'name': 'cut.v.01', 'count': '58', 'syn': 'cut', 'def': 'separate with or as if with an instrument', 'ex': 'C'}",[]
scissors,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
scissors,open,opening,"open, open_up",cause to open or to become open,"{'id': 1, 'wid': 'v01346003', 'name': 'open.v.01', 'count': '68', 'syn': 'open open_up', 'def': 'cause to open or to become open', 'ex': 'M'}",[]
scissors,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01346003', 'name': 'open.v.01', 'count': '68', 'syn': 'open open_up', 'def': 'cause to open or to become open', 'ex': 'M'}",[]
sink,clean,cleaning,"clean, make_clean","make clean by removing dirt, filth, or unwanted substances from","{'id': 1, 'wid': 'v01532589', 'name': 'clean.v.01', 'count': '16', 'syn': 'clean make_clean', 'def': 'make clean by removing dirt, filth, or unwanted substances from', 'ex': 'C'}",[]
sink,repair,repairing,"repair, mend, fix, bushel, doctor, furbish_up, restore, touch_on",restore by replacing a part or putting together what is torn or broken,"{'id': 1, 'wid': 'v00260648', 'name': 'repair.v.01', 'count': '26', 'syn': 'repair mend fix bushel doctor furbish_up restore touch_on', 'def': 'restore by replacing a part or putting together what is torn or broken', 'ex': 'S'}",[]
sink,wash,washing,"wash, rinse",clean with some chemical process,"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
sink,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01270199', 'name': 'wash.v.01', 'count': '14', 'syn': 'wash rinse', 'def': 'clean with some chemical process', 'ex': []}",[]
skateboard,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
skateboard,flip,flipping,"flip, twitch",toss with a sharp movement so as to cause to turn over in the air,"{'id': 4, 'wid': 'v01893601', 'name': 'flip.v.04', 'count': '0', 'syn': 'flip twitch', 'def': 'toss with a sharp movement so as to cause to turn over in the air', 'ex': []}",[]
skateboard,grind,grinding,"grate, grind",make a grating or grinding sound by rubbing together,"{'id': 2, 'wid': 'v01394464', 'name': 'grate.v.04', 'count': '3', 'syn': 'grate grind', 'def': 'make a grating or grinding sound by rubbing together', 'ex': 'g'}",[]
skateboard,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
skateboard,jump,jumping,"jump, leap",cause to jump or leap,"{'id': 11, 'wid': 'v01965156', 'name': 'jump.v.11', 'count': '0', 'syn': 'jump leap', 'def': 'cause to jump or leap', 'ex': 't'}",[]
skateboard,pick_up,picking_up,pick_up,take up by hand,"{'id': 2, 'wid': 'v01207402', 'name': 'pick_up.v.02', 'count': '19', 'syn': 'pick_up', 'def': 'take up by hand', 'ex': 'H'}",['holding the skateboard up so the wheels are not touching the ground; should not ride on it']
skateboard,ride,riding,ride,be carried or travel on or in a vehicle,"{'id': 2, 'wid': 'v01955984', 'name': 'ride.v.02', 'count': '30', 'syn': 'ride', 'def': 'be carried or travel on or in a vehicle', 'ex': 'I'}",[]
skateboard,sit_on,sitting_on,"sit, sit_down",be seated,"{'id': 1, 'wid': 'v01543123', 'name': 'sit.v.01', 'count': '135', 'syn': 'sit sit_down', 'def': 'be seated', 'ex': []}",[]
skateboard,stand_on,standing_on,"stand, stand_up",be standing; be upright,"{'id': 1, 'wid': 'v01546111', 'name': 'stand.v.01', 'count': '171', 'syn': 'stand stand_up', 'def': 'be standing; be upright', 'ex': 'W'}",[]
skateboard,no_interaction,no_interaction,[],[],"{'id': 1, 'wid': 'v01546111', 'name': 'stand.v.01', 'count': '171', 'syn': 'stand stand_up', 'def': 'be standing; be upright', 'ex': 'W'}",[]
skis,adjust,adjusting,adjust,make correspondent or conformable,"{'id': 4, 'wid': 'v00298067', 'name': 'adjust.v.04', 'count': '2', 'syn': 'adjust', 'def': 'make correspondent or conformable', 'ex': 'A'}",[]
skis,carry,carrying,"transport, carry","move while supporting, either in a vehicle or in one's hands or on one's body","{'id': 1, 'wid': 'v01449974', 'name': 'transport.v.02', 'count': '74', 'syn': 'transport carry', 'def': ""move while supporting, either in a vehicle or in one's hands or on one's body"", 'ex': 'Y'}",[]
skis,hold,holding,"hold, take_hold",held by hand; to have or maintain in the grasp; to attach the hand to,"{'id': 2, 'wid': 'v01216670', 'name': 'hold.v.02', 'count': '67', 'syn': 'hold take_hold', 'def': ""have or hold in one's hands or grip"", 'ex': 'H'}",[]
skis,inspect,inspecting,inspect,"to look at (something) carefully in order to learn more about it, to find problems, etc.","{'id': 1, 'wid': 'v02165543', 'name': 'inspect.v.01', 'count': '13', 'syn': 'inspect', 'def': 'look over carefully', 'ex': 'P'}",[]
